ID	alpha	gamma	beta	epsilon	logLL
0	1.07383147782424	1.06719611233065	0.498162661549518	0.450161490288599	-23.6361850701292
1	1.07383147782424	1.06719611233065	0.498162661549518	0.450161490288599	-23.9536272401785
2	1.11194292519111	0.966794738104386	0.427015661499121	0.443016756237766	-22.8692053054813
3	1.11194292519111	0.966794738104386	0.427015661499121	0.443016756237766	-22.7658280787676
4	1.08738033787054	1.00139161198331	0.4183045254294	0.393017699819367	-23.4509638847797
5	1.17184761196919	0.98025103979663	0.401488457108727	0.393256250189138	-23.3162274361319
6	1.04387677254994	0.91065721932667	0.414000462516781	0.329467132688418	-21.7701940570562
7	1.04387677254994	0.91065721932667	0.414000462516781	0.329467132688418	-22.4119574882674
8	1.04387677254994	0.91065721932667	0.414000462516781	0.329467132688418	-22.1558105863661
9	1.04387677254994	0.91065721932667	0.414000462516781	0.329467132688418	-21.972805864784
10	1.09346478954946	0.855432551369775	0.388679027334116	0.327875875034171	-20.7309334121817
11	1.05581190467967	0.811241595447783	0.397648744067543	0.301817222060808	-21.6977130688778
12	1.09649515952005	0.764400500471067	0.360459220326054	0.325610419994467	-21.0991767471607
13	1.09649515952005	0.764400500471067	0.360459220326054	0.325610419994467	-20.9578988311293
14	1.09649515952005	0.764400500471067	0.360459220326054	0.325610419994467	-21.1843288025055
15	1.09649515952005	0.764400500471067	0.360459220326054	0.325610419994467	-20.9190296718846
16	1.02955427825786	0.76318186101538	0.372064294396421	0.323583611385146	-20.1928324437918
17	0.926196903072097	0.629588565265512	0.394949674207314	0.267972471439661	-18.5765175194255
18	0.972142725025251	0.569547843777447	0.462745751191447	0.274359220230723	-19.3524042892548
19	1.10749260385131	0.543641656614217	0.472895070593578	0.26871304643793	-19.6075538369583
20	1.09112112780313	0.521877863275376	0.451919364508238	0.291505669930978	-19.2895398884232
21	1.17763745880873	0.492784417762085	0.409434155846271	0.293752759608244	-19.7567603691577
22	1.06812583400383	0.50004357276766	0.396563666667698	0.274436642932162	-19.184018834616
23	1.14314373562695	0.542153181757373	0.362081667720731	0.281948466923412	-19.2785137106127
24	1.18116038217749	0.672496307445644	0.406377440901741	0.271738301921096	-20.8178428221296
25	1.06415973889285	0.775363516560412	0.410379887468872	0.271920333457087	-21.2306642338635
26	1.06415973889285	0.775363516560412	0.410379887468872	0.271920333457087	-20.7380717986276
27	1.13059899359508	0.75461006071375	0.410474924160713	0.319151156616586	-21.3447534625093
28	1.12342154143091	0.786959837734929	0.355932042216868	0.340454588235985	-21.2055048038867
29	1.11109073058292	0.705897153133083	0.348820812707252	0.346931201222088	-20.6190526194178
30	1.16385408444789	0.656687069879127	0.380766115269964	0.326882778082731	-21.3783822560811
31	0.957598993972278	0.736053488862997	0.4151078614607	0.324105857280498	-20.4651930432326
32	0.957598993972278	0.736053488862997	0.4151078614607	0.324105857280498	-20.2066032997388
33	0.957598993972278	0.736053488862997	0.4151078614607	0.324105857280498	-20.5998573544479
34	0.952264037749254	0.677168590401478	0.391478908595549	0.295898637071337	-19.835845617564
35	0.952264037749254	0.677168590401478	0.391478908595549	0.295898637071337	-20.262411954906
36	0.952264037749254	0.677168590401478	0.391478908595549	0.295898637071337	-19.5745878405449
37	0.952264037749254	0.677168590401478	0.391478908595549	0.295898637071337	-19.3611968699007
38	1.00238077022736	0.630007976418816	0.3955810803816	0.317225126343717	-19.7253486087815
39	1.11173163202748	0.56128689964668	0.346922140448	0.313658986121702	-19.2133738007839
40	0.9405952412056	0.494573665805738	0.331898459133569	0.271453695796817	-18.0596627492588
41	0.9405952412056	0.494573665805738	0.331898459133569	0.271453695796817	-18.3189465778656
42	1.10667293627209	0.527862689680651	0.402049550495024	0.29690108683354	-19.5073915045763
43	1.10667293627209	0.527862689680651	0.402049550495024	0.29690108683354	-19.0939320246258
44	1.07604218862521	0.600496422273483	0.396365115336303	0.236087652859481	-19.5512041240362
45	1.04072677660608	0.531258203098923	0.4256606776082	0.277472801911057	-19.2706060914627
46	0.907437252067688	0.484748734994371	0.361240916336113	0.28608768738668	-17.9510844701952
47	0.954175423549436	0.446582143613079	0.370121084251394	0.2999781667253	-17.6186073995163
48	1.00384520929665	0.444185730721478	0.426819725942445	0.282469759132581	-18.5667993237058
49	0.956155144936471	0.461258347738974	0.393595975089762	0.31362635099355	-18.0331593954131
50	0.964456652672939	0.468940796563739	0.399426083022682	0.32487062011901	-18.1918437307739
51	1.10325023156398	0.472924958326089	0.370893313861058	0.330181276527627	-18.66271477413
52	1.20790548676234	0.486367912406948	0.351187812307934	0.326206734343704	-19.9261663612936
53	1.15615365107758	0.488713014090322	0.319529661262243	0.317909867388771	-19.0081182823743
54	1.10143720571677	0.414236455260246	0.392377978423286	0.355548173158863	-19.1066721214098
55	1.10143720571677	0.414236455260246	0.392377978423286	0.355548173158863	-18.6013283511066
56	1.01587040183859	0.431690268533114	0.360818556215738	0.353614618523742	-18.3171814317893
57	1.10187310105197	0.431219247967031	0.376524027591555	0.389887549766996	-18.7066333180198
58	1.00511440717455	0.424851233483589	0.365823755564736	0.421791907954112	-19.2848027734904
59	0.90787051409021	0.428449688308309	0.254523834878436	0.428019060027058	-18.0567770795041
60	0.911682937330427	0.413972305247199	0.280230012090455	0.377486485097029	-17.6626122327001
61	0.859397272890167	0.444694873541055	0.243058251145434	0.441237514326206	-17.1165385759312
62	0.807499681769645	0.445474672810934	0.257342752575903	0.409364790307892	-17.4229717926997
63	0.807499681769645	0.445474672810934	0.257342752575903	0.409364790307892	-17.388214990845
64	0.925832993659134	0.438454184885961	0.229381974401853	0.450642369232193	-17.625039637941
65	0.933937101051545	0.415927798442314	0.236116011269597	0.469169143159693	-17.6351958783537
66	0.933937101051545	0.415927798442314	0.236116011269597	0.469169143159693	-17.1080811701285
67	1.01463817749038	0.425036649879963	0.235239494827425	0.469027155311738	-17.7428917653469
68	1.02234399798869	0.410450771058053	0.230694505383435	0.425311125585807	-17.8853950216523
69	1.03689901693292	0.420395466419004	0.228144936042238	0.41226587305834	-17.9931599102295
70	0.928067004320066	0.476999193148213	0.23113367283115	0.382175660259143	-17.7294415312568
71	0.928067004320066	0.476999193148213	0.23113367283115	0.382175660259143	-17.9468470424636
72	0.928067004320066	0.476999193148213	0.23113367283115	0.382175660259143	-17.8698280963697
73	0.928067004320066	0.476999193148213	0.23113367283115	0.382175660259143	-18.0603280347638
74	0.82097873433185	0.487101398602909	0.219657498966569	0.38666893858888	-17.26217466899
75	0.857143541104246	0.544357604473882	0.189225886238627	0.34283439315232	-17.4362249257907
76	0.860570084782803	0.577492327132146	0.145765415466603	0.321577102086046	-17.1633932220636
77	0.772132531874539	0.526642379239164	0.12863723396077	0.32115047606915	-16.1125566430524
78	0.736152548127415	0.577728530106215	0.143504455198676	0.352950425429552	-16.8512910044267
79	0.751597387070158	0.572101283781366	0.153363098164612	0.329659310497593	-16.5281766869949
80	0.751597387070158	0.572101283781366	0.153363098164612	0.329659310497593	-16.919160876095
81	0.785975103379695	0.699173606261264	0.182297567035624	0.33382470803068	-18.3027837749145
82	0.749000896955428	0.70801870187995	0.17735356136618	0.294238733031889	-17.7910903499604
83	0.749000896955428	0.70801870187995	0.17735356136618	0.294238733031889	-17.5749612249387
84	0.81169981331533	0.712340029486189	0.172615561214079	0.291759505757686	-17.9533037843956
85	0.81169981331533	0.712340029486189	0.172615561214079	0.291759505757686	-18.1079773733758
86	0.81169981331533	0.712340029486189	0.172615561214079	0.291759505757686	-17.9076396769997
87	0.81169981331533	0.712340029486189	0.172615561214079	0.291759505757686	-18.1374449712768
88	0.815394691392538	0.719650809166873	0.171758841058252	0.258792152745028	-18.2348508161207
