ID	alpha	gamma	beta	epsilon	logLL
0	1.0419555945234	0.997803084029607	0.491436977720225	0.499444272357022	-212830.724159924
1	1.05846151741058	1.01593883951289	0.491278346565787	0.476771769085447	-205359.992412193
2	1.03586617904316	1.02308791567947	0.475950146372536	0.476543744732896	-197015.529152075
3	1.03586617904316	1.02308791567947	0.475950146372536	0.476543744732896	-243460.68297592
4	1.03586617904316	1.02308791567947	0.475950146372536	0.476543744732896	-214736.868841646
5	1.03586617904316	1.02308791567947	0.475950146372536	0.476543744732896	-216725.376054268
6	1.03156777205412	1.02296158831106	0.485864284286671	0.477113086723856	-213791.952817683
7	1.03156777205412	1.02296158831106	0.485864284286671	0.477113086723856	-221520.015284505
8	1.03399479456251	0.998179585121361	0.485266975325386	0.476056647170331	-206579.516418717
9	1.03399479456251	0.998179585121361	0.485266975325386	0.476056647170331	-211897.164635429
10	1.03399479456251	0.998179585121361	0.485266975325386	0.476056647170331	-202219.315144214
11	1.00275780562218	1.00158708670905	0.487681363316007	0.481789245316078	-212392.046609771
12	1.00275780562218	1.00158708670905	0.487681363316007	0.481789245316078	-209764.181015155
13	0.99146380118293	0.975079368127373	0.483974490116353	0.482605806389723	-236506.241846447
14	0.99146380118293	0.975079368127373	0.483974490116353	0.482605806389723	-219781.061314218
15	0.991871954542529	0.983491389563636	0.504041164796139	0.476776199033993	-232534.921438526
16	0.975507609777378	1.01883280565176	0.516384902290404	0.470817952165876	-230122.783091692
17	0.965944850296464	1.03281620902916	0.526049864531945	0.471040875430804	-204621.39264872
18	0.965944850296464	1.03281620902916	0.526049864531945	0.471040875430804	-235831.414965102
19	0.942437780069692	1.06585939905049	0.529966786205659	0.48070930402776	-216895.534608174
20	0.968269552813146	1.05758090156101	0.536321825837132	0.484031886732361	-223167.502994072
21	0.968269552813146	1.05758090156101	0.536321825837132	0.484031886732361	-212899.192615236
22	0.968269552813146	1.05758090156101	0.536321825837132	0.484031886732361	-207246.868811438
23	0.955557722980188	1.04828847234939	0.549580346972171	0.482927445034062	-251853.89812828
24	0.936884301825446	1.05447325329013	0.553157198345491	0.458876194309335	-235674.184433247
25	0.936884301825446	1.05447325329013	0.553157198345491	0.458876194309335	-247612.446996663
26	0.937306524538223	1.07627418637204	0.548639287271745	0.459745321789813	-219712.177460909
27	0.969435211950161	1.10900524647237	0.540026368863404	0.435638898372748	-237702.946534839
28	0.969435211950161	1.10900524647237	0.540026368863404	0.435638898372748	-226340.568748277
29	0.973899508068505	1.08402944145895	0.534905200321828	0.438844082642099	-222783.267635383
30	0.964407441621686	1.06447470154415	0.543703793441864	0.434583149507948	-225381.639948982
31	0.964186636907183	1.06320029715477	0.532944544741157	0.430715191192819	-211253.925015802
32	0.964186636907183	1.06320029715477	0.532944544741157	0.430715191192819	-245225.120907898
33	0.980115827333721	1.08128465291678	0.554789411715363	0.435291937636793	-243943.919589951
34	0.980115827333721	1.08128465291678	0.554789411715363	0.435291937636793	-248553.602276436
35	0.980115827333721	1.08128465291678	0.554789411715363	0.435291937636793	-231060.631433333
36	0.950361689107587	1.05058981179742	0.564085277933208	0.450432838578023	-207694.765576514
37	0.950361689107587	1.05058981179742	0.564085277933208	0.450432838578023	-229334.49886997
38	0.950361689107587	1.05058981179742	0.564085277933208	0.450432838578023	-221792.351980293
39	0.950361689107587	1.05058981179742	0.564085277933208	0.450432838578023	-203170.67707917
40	0.9411249947329	1.04925168953918	0.569481183107915	0.458007675254868	-248293.981843065
41	0.919140840331869	1.04385255241156	0.560026619924447	0.458377932133664	-236958.479301419
42	0.919140840331869	1.04385255241156	0.560026619924447	0.458377932133664	-215920.916518075
43	0.919140840331869	1.04385255241156	0.560026619924447	0.458377932133664	-209589.382444399
44	0.919140840331869	1.04385255241156	0.560026619924447	0.458377932133664	-207953.138771849
45	0.919140840331869	1.04385255241156	0.560026619924447	0.458377932133664	-218033.776500452
46	0.971681038576907	1.02410202042208	0.556632458952636	0.460966752696846	-210656.784773498
47	0.971681038576907	1.02410202042208	0.556632458952636	0.460966752696846	-221008.723805498
48	0.971681038576907	1.02410202042208	0.556632458952636	0.460966752696846	-199923.140507395
49	0.971681038576907	1.02410202042208	0.556632458952636	0.460966752696846	-212466.320128497
50	0.964620971129116	1.03938614507513	0.566354318754667	0.462736457194425	-221240.308749696
51	0.963146475357686	1.04772246768964	0.563159973090769	0.475820587728876	-222362.610415323
52	0.963146475357686	1.04772246768964	0.563159973090769	0.475820587728876	-268410.986018744
53	0.963146475357686	1.04772246768964	0.563159973090769	0.475820587728876	-249969.354907989
54	0.999672043041691	1.08826505024468	0.575454177045777	0.472214138031288	-220725.183044196
55	1.02672901668778	1.09287242079854	0.593457259470376	0.472889403777524	-207543.994132279
56	1.03218443938934	1.08167111335133	0.590523494715997	0.485628388480376	-230268.102884323
57	1.02745884423502	1.08560815925223	0.580559450313449	0.478617095890529	-204259.520140742
58	1.02745884423502	1.08560815925223	0.580559450313449	0.478617095890529	-208907.805932454
59	1.02745884423502	1.08560815925223	0.580559450313449	0.478617095890529	-222155.402532383
60	1.02745884423502	1.08560815925223	0.580559450313449	0.478617095890529	-219910.712439632
61	0.972890770183571	1.13724220279661	0.559379703317318	0.479556955837806	-229838.377234776
62	0.972890770183571	1.13724220279661	0.559379703317318	0.479556955837806	-255784.597730474
63	0.972890770183571	1.13724220279661	0.559379703317318	0.479556955837806	-228076.744998748
64	0.972890770183571	1.13724220279661	0.559379703317318	0.479556955837806	-214362.047807966
65	0.972890770183571	1.13724220279661	0.559379703317318	0.479556955837806	-232551.238441998
66	0.944575495134698	1.15374407197803	0.560211712751558	0.476277282346262	-222774.900892273
67	0.966296940859945	1.15425988070141	0.570798679030305	0.483055932163341	-215472.974257338
68	0.978002549008988	1.15431676666789	0.573843973048919	0.489680716417404	-209755.793236343
69	0.978002549008988	1.15431676666789	0.573843973048919	0.489680716417404	-202949.785669961
70	0.938336301178424	1.18555790233096	0.567800096527421	0.490752523390563	-227474.279462026
71	0.956982094482852	1.19082016845772	0.569450403955844	0.478575370171046	-223141.070955694
72	0.956982094482852	1.19082016845772	0.569450403955844	0.478575370171046	-238237.775602821
73	0.956982094482852	1.19082016845772	0.569450403955844	0.478575370171046	-244875.219631327
74	0.956982094482852	1.19082016845772	0.569450403955844	0.478575370171046	-222591.25251398
75	0.956982094482852	1.19082016845772	0.569450403955844	0.478575370171046	-246007.317298526
76	0.954002173420213	1.15689588231221	0.549894850891143	0.48454086629941	-215347.710003405
77	0.965641070706623	1.16745828277169	0.526151299403596	0.485836660012732	-223008.106884835
78	0.935055287087125	1.16702645148087	0.539875868305649	0.494482533180605	-219800.038782677
79	0.94349895569047	1.19420599343947	0.554834193709894	0.475666477764506	-247467.586946499
80	0.95555818744448	1.22374298666835	0.563912352721252	0.478207804616297	-210919.226828566
81	0.924567690875766	1.26506970820996	0.566438463950848	0.46211904455088	-261326.052420405
82	0.942260266998354	1.23536661583244	0.578768034694793	0.469916274985124	-232416.882931514
83	0.942260266998354	1.23536661583244	0.578768034694793	0.469916274985124	-250085.473011653
84	0.942260266998354	1.23536661583244	0.578768034694793	0.469916274985124	-239836.821096551
85	0.955055789992938	1.25106165806915	0.577962526264621	0.463597501207665	-223422.115853435
86	0.955055789992938	1.25106165806915	0.577962526264621	0.463597501207665	-228735.368592138
87	0.958723114303802	1.24842690508055	0.570884320448211	0.466917898644417	-215147.761972761
88	0.958723114303802	1.24842690508055	0.570884320448211	0.466917898644417	-220179.93148428
89	0.958723114303802	1.24842690508055	0.570884320448211	0.466917898644417	-242528.693932937
90	0.953357534294297	1.23750730604915	0.561925595472031	0.479403923614354	-244679.836401983
91	0.953357534294297	1.23750730604915	0.561925595472031	0.479403923614354	-209302.909590282
92	0.953357534294297	1.23750730604915	0.561925595472031	0.479403923614354	-242510.296023081
93	0.953357534294297	1.23750730604915	0.561925595472031	0.479403923614354	-270256.625964295
94	0.953357534294297	1.23750730604915	0.561925595472031	0.479403923614354	-236633.363216916
95	0.953357534294297	1.23750730604915	0.561925595472031	0.479403923614354	-224250.284166193
96	0.953357534294297	1.23750730604915	0.561925595472031	0.479403923614354	-236276.484131542
97	0.953357534294297	1.23750730604915	0.561925595472031	0.479403923614354	-246595.983084875
98	0.957109037315064	1.23428425017012	0.558552952348964	0.476821967770156	-234906.216427142
99	0.945776230059457	1.27796191850299	0.564887894717723	0.473107714541258	-242889.979303928
100	0.939181957745228	1.27858457764838	0.555249469965523	0.466972038088461	-225299.541554923
101	0.939181957745228	1.27858457764838	0.555249469965523	0.466972038088461	-231652.377337179
102	0.939181957745228	1.27858457764838	0.555249469965523	0.466972038088461	-212769.690267618
103	0.942809730391357	1.2765427403976	0.562165452381436	0.472093181108113	-268956.789369593
104	0.944854658757776	1.2967176687365	0.559699264762741	0.474605075803155	-252171.552360218
105	0.944854658757776	1.2967176687365	0.559699264762741	0.474605075803155	-216749.009978497
106	0.94548906144482	1.32024889288941	0.549943319763007	0.476731589018208	-236399.820973294
107	0.966248533952079	1.32903995588215	0.55750851863719	0.456151372423881	-245300.405529238
108	0.966248533952079	1.32903995588215	0.55750851863719	0.456151372423881	-236529.227636392
109	1.00457403353365	1.30887417464948	0.569428038710011	0.4530892478372	-240031.099333024
110	1.00457403353365	1.30887417464948	0.569428038710011	0.4530892478372	-221484.642150747
111	1.00457403353365	1.30887417464948	0.569428038710011	0.4530892478372	-231052.005727339
112	0.994678462091393	1.35205979472758	0.574365175101353	0.456363363573885	-229325.757650624
