time	sibling1	sibling2
0	31.7796011763547	41.5850661769662
1	29.592629196302	32.4445719607619
2	90.9747507186492	2.3909798924917
3	88.3109278746524	28.0585650390184
4	20.2890803350454	43.1017999568526
5	44.8830293215261	25.5006801566585
6	30.5729178683699	24.4021603972385
7	29.0157808585597	9.10444634494913
8	37.92899948998	11.7742313325663
9	5.1205818534902	53.5987365134174
10	46.957250691143	30.6867923426324
11	9.27193875408245	14.024215752136
12	40.7319367960588	35.9494836820793
13	29.3101830248583	7.32377753006141
14	35.5045887615228	3.10045986417992
15	62.3658674052045	1.56418640509238
16	29.4059844614375	65.1135640250973
17	68.744801537675	22.7237552114357
18	45.591156451091	27.2355308271707
19	83.4377804393161	36.7072288048271
20	18.1593944952029	63.6437006896353
21	35.4488669921187	37.8455226571734
22	1.06691967100691	8.84007143023262
23	34.7531188817442	4.84163000752969
24	31.3800745136608	18.5620036231093
25	44.3576899078247	17.9692047354426
26	47.4183218963766	27.4911561323111
27	62.1673138575216	50.9139476325782
28	30.1469441840645	15.3523656168359
29	38.1991418484718	16.4124129593396
30	21.4176308410441	49.238146947567
31	39.7968273539909	14.6944497996844
32	41.9889970810773	39.6996581234826
33	41.8748908927565	24.9847173045944
34	18.8593181241364	7.4299733673643
35	15.9344887757137	9.95385974030544
36	12.5022849927428	20.304782969034
37	28.5576796216863	48.7170007056478
38	47.2322812014005	17.892452536929
39	9.79548790798672	27.3628982395967
40	72.6248630866066	21.598893992523
41	21.5099117532435	14.9248918614982
42	15.3299715029888	34.9951298932341
43	9.36348060184892	4.01806575935499
44	0.350350390281738	3.63807768587925
45	44.1037937083886	27.8169724995473
46	42.649939352849	34.4004694626189
47	11.9249340539527	17.2502643295025
48	13.820474627411	25.5832963502547
49	63.5345745387645	13.6584926991005
50	14.9107044142216	7.33079656152214
51	29.9953063299894	20.8257225359522
52	3.53572536302794	27.0246350514555
53	4.39084024762721	20.8984298960054
54	48.6649432586117	3.59518268828923
55	0.389610524973723	5.54592707981586
56	0.555910718222936	6.4445540262428
57	15.2284260682706	64.6933748152208
58	17.8560450517299	17.548339104458
59	60.4147766910845	4.22998854294988
60	28.2334309667475	39.6404880810717
61	27.7950772619738	18.8220892713017
62	16.823060090164	35.5150690918733
63	20.3871765285966	27.4426944189634
64	6.70653317663454	14.0201805086475
65	29.5830173971991	17.6673079798875
66	18.5876889110899	51.5981127493922
67	11.2308661405484	40.1135415561605
68	44.0387222829663	94.591983892897
69	10.6607991759631	28.4636211991863
70	24.5547958271918	31.8028769011662
71	11.3179319216311	60.2393382840171
72	4.42936015206013	38.5780936843379
73	25.126466292956	27.6730155931083
74	14.033915326928	11.7511040015708
75	64.1011777397698	37.73140144338
76	25.625277530617	50.5064145508529
77	33.1050310433121	24.6468305673736
78	11.0128035484339	20.847506625813
79	13.1154205603236	28.2436152134982
80	16.4399168284122	29.272418674476
81	19.8414891739319	28.9644688931819
82	34.8275880050409	5.58054587717656
83	48.9788670905399	24.527883497981
84	8.72329571134653	20.1049792438037
85	5.81763310829445	11.8803256305805
86	25.1461296530095	43.8632441682921
87	28.3786388496245	30.2772314875866
88	12.9940413502614	25.4632582450115
89	11.8975906754823	46.2373810791321
90	57.0751780759846	27.3883237345096
91	6.77192335597381	27.6667743190766
92	7.63014677595074	17.9893264700637
93	35.4201281827271	38.9590225437288
94	15.3829103597076	0.185839803937334
95	15.9821084783255	24.6658538305061
96	24.9558963703732	21.73165358498
97	2.05699606172367	21.6245710020703
98	39.905649683283	45.5625260788393
99	27.0114803345919	7.13963956377449
100	19.0591111944598	56.8084749262393
101	2.28885807299483	1.97049718769451
102	4.41654511013687	33.9256372931426
103	12.2979655662486	20.2797989825051
104	19.6978691079295	27.7419969824422
105	21.0923358717866	26.3922276609732
106	33.6773558411173	8.21861898225163
107	51.7808766519907	9.68972153798651
108	32.509990516269	17.8145629340693
109	55.2152551001012	27.836878422605
110	22.9119067466228	1.61058296998362
111	1.48705854008744	33.9934684896059
112	23.08098393025	24.7267477961343
113	52.4623083814216	13.9623473611919
114	28.7829874565554	29.3399629467501
115	7.16201050732263	30.3566777093908
116	19.6910560856956	8.7151259264271
117	22.2522290044289	45.0744952584691
118	22.1374646639386	30.4301390262528
119	4.82344196846366	1.13800176999667
120	36.191452600379	45.9059172036503
121	28.361983105532	27.4028553854007
122	65.4309149664576	18.2605880642025
123	12.4401249169755	42.9227258995381
124	82.7758162711977	14.3887059860378
125	9.70639249552443	46.000325363967
126	22.6317367911213	3.09021689879222
127	50.6564400725987	34.3963246562271
128	14.1170210898004	49.2797827720787
129	23.6794877743196	4.99901478327172
130	11.9097370875195	19.8319657834681
131	35.2913431294677	1.12116686697181
132	43.9438750522551	28.9122097141648
133	60.5066368789019	18.304527195472
134	39.7166729051368	12.2842527660507
135	28.8721381177403	37.4322644049654
136	16.0153527630405	11.8157224781645
137	34.553431215239	22.9259056629365
138	6.29106320385667	5.97369469155226
139	3.04302680476459	34.1545097824318
140	12.6431891172456	23.5678502924355
141	42.4441501202329	17.0432203898539
142	31.1722893217748	51.1061988789345
143	75.3037957450429	57.4079263611842
144	1.4056532136197	18.6560075036566
145	7.09152471508654	19.0494855172905
146	20.5908514549618	8.62574895020746
147	53.7788645942517	29.893026514291
148	6.64719723973288	71.7094387821334
149	9.57795241701228	18.1966601627003
150	0.695049529959352	23.6227003304186
151	21.750337765997	28.2507270022361
152	43.6562541557923	55.3421209780326
153	58.651957938279	5.05621901695894
154	15.1266981750129	2.89851704845257
155	39.0233747158092	19.7200666380844
156	40.6759204073611	17.4652892295566
157	14.0714660627287	2.15655808469154
158	25.9159328051731	75.5378708347464
159	13.0635878171774	12.9919397629024
160	14.4605413728346	4.46600103616255
161	19.8187203219072	7.51720095514499
162	54.7736040348049	30.3906054422252
163	45.0463583960968	68.8826288351892
164	6.59312873583832	5.83602693999226
165	17.9923783250077	11.2813209373038
166	19.7266118829561	16.7233993464041
167	5.85586461892584	5.25304645044442
168	27.7724266694084	9.78600708654732
169	5.40358784770812	17.0583111380623
170	34.6144677132999	22.1048366761376
171	23.6535299996527	7.62654353417018
172	47.0420906239393	39.3043572719003
173	34.8169424639613	45.442756922387
174	12.1263058210948	13.360776773312
175	8.3228576000877	32.692996386519
176	21.1950723115489	37.7072136576515
177	7.09934890611983	38.2759082093995
178	9.34218360118353	38.607029452802
179	8.94393162025609	31.7010726427516
180	5.01656815194886	2.91424538764405
181	24.0584217791251	8.5984061642819
182	37.7053159337427	6.15239857886949
