time	sibling1	sibling2
0	17.2599089068948	26.5374049236585
1	5.95036425585084	10.8848925546573
2	22.2546970321497	13.5312162098216
3	13.6634429249676	4.79108979414027
4	11.4179061528224	7.21133530275883
5	6.3714242448637	6.51992761641666
6	23.054005631292	25.9837744381989
7	10.2037689329873	1.72090311257081
8	18.7298763468071	9.2103598703612
9	6.6777298221068	4.57879019937931
10	3.88884048428756	14.1814408930764
11	14.1129615962782	7.57775376673292
12	27.5707299401905	16.4273389958936
13	15.4565947135539	10.4333880927591
14	5.79943068030901	8.7069147628776
15	11.0548357996301	1.68390419435762
16	3.68003279028612	3.31866215902822
17	18.4006863410039	5.53215054336604
18	2.67465222995535	10.0054238648464
19	7.4970625005111	10.9022901697168
20	3.72726667324056	5.89725029567562
21	6.32897687188874	10.4803073743872
22	13.4149645285509	17.0637676188664
23	8.61732221274382	11.3720388004625
24	14.5010938169791	8.33656166195028
25	8.58384211974776	15.2142299904946
26	18.461876607797	3.75861966714324
27	3.95565360152954	13.8351374762595
28	10.1458601347299	15.0087004115465
29	26.3373668160338	9.335634298581
30	4.96128031806811	6.61802089537747
31	17.1418163388403	11.2362134777704
32	4.14139483963864	4.36169241328506
33	4.61280189979331	14.5930482305069
34	10.8303154658627	8.21176019562426
35	7.56903108211702	2.80643367033148
36	12.0790184199452	6.46862021016777
37	5.08193886869766	1.98694405178987
38	9.34688055954783	5.69703376557391
39	16.7733119077517	3.40045743656573
40	14.6779429890268	6.52674930344503
41	9.97200598689275	19.7620490746564
42	9.16394434192554	6.22842909792951
43	22.9561103860644	17.0002165981274
44	11.5319993111333	1.16908553092933
45	11.238890441572	3.20070760545685
46	21.6638818209471	1.09278963111902
47	1.93171146549614	15.6913088710431
48	6.40065935671896	9.68170930578002
49	15.7489247522899	8.41035816026183
50	7.5819774064097	6.17837932606831
51	7.34846735238636	2.14778417951385
52	0.594435620735327	2.62391668605951
53	12.1640841815306	10.5324806045907
54	8.52614902713077	15.9774686524142
55	10.3994698427345	8.75548503965597
56	10.9031782334777	14.0142200198154
57	16.1036331393217	18.6379305751534
58	2.67194155477374	6.18010143901257
59	4.976006939236	11.7675002979809
60	17.7576117931734	5.95714602746004
61	25.1273712175905	6.14254037337846
62	4.04195776134269	1.06127220146812
63	5.85193266898036	15.0123586963208
