time	sibling1	mother
0	17.2599089068948	5.39141938259463
1	26.5374049236585	5.39141938259463
2	5.95036425585084	4.74390265549673
3	10.8848925546573	4.74390265549673
4	22.2546970321497	5.42137672031177
5	13.5312162098216	5.42137672031177
6	13.6634429249676	4.9463157057642
7	4.79108979414027	4.9463157057642
8	11.4179061528224	5.4354658362283
9	7.21133530275883	5.4354658362283
10	6.3714242448637	6.58686452865453
11	6.51992761641666	6.58686452865453
12	3.1033658349917	6.51285005993042
13	23.054005631292	7.7109975902188
14	25.9837744381989	7.7109975902188
15	10.2037689329873	8.21284598926005
16	1.72090311257081	8.21284598926005
17	18.7298763468071	3.1033658349917
18	9.2103598703612	3.1033658349917
19	6.6777298221068	8.39322383671356
20	4.57879019937931	8.39322383671356
21	3.88884048428756	8.32877860936706
22	14.1814408930764	8.32877860936706
23	14.1129615962782	8.72350096712593
24	7.57775376673292	8.72350096712593
25	27.5707299401905	9.44586442585305
26	16.4273389958936	9.44586442585305
27	15.4565947135539	1.72090311257081
28	10.4333880927591	1.72090311257081
29	5.79943068030901	10.1559800235779
30	8.7069147628776	10.1559800235779
31	11.0548357996301	11.9462087178615
32	1.68390419435762	11.9462087178615
33	3.68003279028612	6.3714242448637
34	3.31866215902822	6.3714242448637
35	3.3479201749722	6.51992761641666
36	18.4006863410039	13.9929363210036
37	5.53215054336604	13.9929363210036
38	2.67465222995535	12.923433709727
39	10.0054238648464	12.923433709727
40	7.4970625005111	13.1894206079727
41	10.9022901697168	13.1894206079727
42	3.72726667324056	4.57879019937931
43	5.89725029567562	4.57879019937931
44	6.32897687188874	3.88884048428756
45	10.4803073743872	3.88884048428756
46	13.4149645285509	12.1269085664894
47	17.0637676188664	12.1269085664894
48	8.61732221274382	1.68390419435762
49	11.3720388004625	1.68390419435762
50	14.5010938169791	12.6679618631973
51	8.33656166195028	12.6679618631973
52	8.58384211974776	7.21133530275883
53	15.2142299904946	7.21133530275883
54	18.461876607797	15.2407064275417
55	3.75861966714324	15.2407064275417
56	3.95565360152954	2.67465222995535
57	13.8351374762595	2.67465222995535
58	10.1458601347299	6.6777298221068
59	15.0087004115465	6.6777298221068
60	26.3373668160338	5.79943068030901
61	9.335634298581	5.79943068030901
62	14.4016381490676	10.8848925546573
63	4.96128031806811	15.3326000622316
64	6.61802089537747	15.3326000622316
65	17.1418163388403	14.7537920721112
66	11.2362134777704	14.7537920721112
67	4.14139483963864	15.2654407258334
68	4.36169241328506	15.2654407258334
69	4.61280189979331	14.9994522926816
70	14.5930482305069	14.9994522926816
71	10.8303154658627	3.68003279028612
72	8.21176019562426	3.68003279028612
73	13.0453445769066	3.31866215902822
74	13.4876194806359	3.3479201749722
75	7.56903108211702	16.1383235941844
76	2.80643367033148	16.1383235941844
77	12.0790184199452	16.3371405600908
78	6.46862021016777	16.3371405600908
